DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter22,Aclidinium,DDInter1180,Methscopolamine,Moderate
DDInter1535,Propantheline,DDInter22,Aclidinium,Moderate
DDInter1544,Prucalopride,DDInter22,Aclidinium,Moderate
DDInter1647,Scopolamine,DDInter22,Aclidinium,Moderate
DDInter1886,Trospium,DDInter22,Aclidinium,Moderate
DDInter776,Formoterol,DDInter36,Albiglutide,Moderate
DDInter776,Formoterol,DDInter51,Alogliptin,Moderate
DDInter168,Beclomethasone dipropionate,DDInter776,Formoterol,Minor
DDInter195,Betamethasone,DDInter776,Formoterol,Minor
DDInter776,Formoterol,DDInter246,Budesonide,Minor
DDInter776,Formoterol,DDInter280,Canagliflozin,Moderate
DDInter364,Chlorpropamide,DDInter776,Formoterol,Moderate
DDInter385,Cisapride,DDInter776,Formoterol,Moderate
DDInter776,Formoterol,DDInter393,Clarithromycin,Moderate
DDInter776,Formoterol,DDInter474,Dapagliflozin,Moderate
DDInter776,Formoterol,DDInter513,Dexamethasone,Minor
DDInter547,Diethylpropion,DDInter776,Formoterol,Moderate
DDInter581,Dolasetron,DDInter776,Formoterol,Moderate
DDInter776,Formoterol,DDInter607,Dulaglutide,Moderate
DDInter776,Formoterol,DDInter636,Empagliflozin,Moderate
DDInter776,Formoterol,DDInter650,Ephedrine,Moderate
DDInter776,Formoterol,DDInter651,Ephedrine (nasal),Moderate
DDInter652,Epinephrine,DDInter776,Formoterol,Moderate
DDInter653,Epinephrine (ophthalmic),DDInter776,Formoterol,Moderate
DDInter654,Epinephrine (topical),DDInter776,Formoterol,Moderate
DDInter776,Formoterol,DDInter669,Ertugliflozin,Moderate
DDInter776,Formoterol,DDInter706,Exenatide,Moderate
DDInter717,Fenfluramine,DDInter776,Formoterol,Moderate
DDInter825,Glimepiride,DDInter776,Formoterol,Moderate
DDInter776,Formoterol,DDInter826,Glipizide,Moderate
DDInter776,Formoterol,DDInter831,Glyburide,Moderate
DDInter840,Granisetron,DDInter776,Formoterol,Moderate
DDInter885,Hydrocortisone,DDInter776,Formoterol,Minor
DDInter776,Formoterol,DDInter929,Insulin aspart (aspart),Moderate
DDInter776,Formoterol,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter776,Formoterol,DDInter930,Insulin degludec,Moderate
DDInter776,Formoterol,DDInter931,Insulin detemir,Moderate
DDInter932,Insulin glargine,DDInter776,Formoterol,Moderate
DDInter776,Formoterol,DDInter933,Insulin glulisine,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter776,Formoterol,Moderate
DDInter936,Insulin human (isophane),DDInter776,Formoterol,Moderate
DDInter940,Insulin lispro,DDInter776,Formoterol,Moderate
DDInter941,Insulin lispro (protamine),DDInter776,Formoterol,Moderate
DDInter937,Insulin human (regular),DDInter776,Formoterol,Moderate
DDInter939,Insulin human (zinc),DDInter776,Formoterol,Moderate
DDInter938,Insulin human (zinc extended),DDInter776,Formoterol,Moderate
DDInter776,Formoterol,DDInter1055,Levofloxacin,Moderate
DDInter776,Formoterol,DDInter1070,Linagliptin,Moderate
DDInter776,Formoterol,DDInter1077,Liraglutide,Moderate
DDInter776,Formoterol,DDInter1082,Lixisenatide,Moderate
DDInter1123,Mannitol,DDInter776,Formoterol,Moderate
DDInter1126,Mazindol,DDInter776,Formoterol,Moderate
DDInter1164,Metformin,DDInter776,Formoterol,Moderate
DDInter1217,Miglitol,DDInter776,Formoterol,Moderate
DDInter1269,Nateglinide,DDInter776,Formoterol,Moderate
DDInter1342,Ondansetron,DDInter776,Formoterol,Moderate
DDInter1382,Palonosetron,DDInter776,Formoterol,Moderate
DDInter1447,Phentermine,DDInter776,Formoterol,Moderate
DDInter776,Formoterol,DDInter1472,Pioglitazone,Moderate
DDInter1513,Prednisolone,DDInter776,Formoterol,Minor
DDInter1515,Prednisone,DDInter776,Formoterol,Minor
DDInter1581,Repaglinide,DDInter776,Formoterol,Moderate
DDInter1621,Rosiglitazone,DDInter776,Formoterol,Moderate
DDInter776,Formoterol,DDInter1646,Saxagliptin,Moderate
DDInter776,Formoterol,DDInter1660,Semaglutide,Moderate
DDInter776,Formoterol,DDInter1665,Sibutramine,Moderate
DDInter776,Formoterol,DDInter1679,Sitagliptin,Moderate
DDInter776,Formoterol,DDInter1828,Tolbutamide,Moderate
DDInter1855,Triamcinolone,DDInter776,Formoterol,Minor
DDInter1881,Troglitazone,DDInter776,Formoterol,Moderate
DDInter16,Acetohexamide,DDInter1545,Pseudoephedrine,Moderate
DDInter1545,Pseudoephedrine,DDInter36,Albiglutide,Moderate
DDInter1545,Pseudoephedrine,DDInter51,Alogliptin,Moderate
DDInter124,Ascorbic acid,DDInter1545,Pseudoephedrine,Minor
DDInter136,Atropine,DDInter23,Acrivastine,Moderate
DDInter1545,Pseudoephedrine,DDInter280,Canagliflozin,Moderate
DDInter364,Chlorpropamide,DDInter1545,Pseudoephedrine,Moderate
DDInter397,Clidinium,DDInter23,Acrivastine,Moderate
DDInter1545,Pseudoephedrine,DDInter474,Dapagliflozin,Moderate
DDInter543,Dicyclomine,DDInter23,Acrivastine,Moderate
DDInter1545,Pseudoephedrine,DDInter547,Diethylpropion,Moderate
DDInter1545,Pseudoephedrine,DDInter607,Dulaglutide,Moderate
DDInter632,Eluxadoline,DDInter23,Acrivastine,Moderate
DDInter1545,Pseudoephedrine,DDInter636,Empagliflozin,Moderate
DDInter1545,Pseudoephedrine,DDInter669,Ertugliflozin,Moderate
DDInter1545,Pseudoephedrine,DDInter706,Exenatide,Moderate
DDInter825,Glimepiride,DDInter1545,Pseudoephedrine,Moderate
DDInter1545,Pseudoephedrine,DDInter826,Glipizide,Moderate
DDInter1545,Pseudoephedrine,DDInter831,Glyburide,Moderate
DDInter834,Glycopyrronium,DDInter23,Acrivastine,Moderate
DDInter835,Glycopyrronium (topical),DDInter23,Acrivastine,Moderate
DDInter896,Hyoscyamine,DDInter23,Acrivastine,Moderate
DDInter934,Insulin human,DDInter1545,Pseudoephedrine,Moderate
DDInter1545,Pseudoephedrine,DDInter929,Insulin aspart (aspart),Moderate
DDInter1545,Pseudoephedrine,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter1545,Pseudoephedrine,DDInter930,Insulin degludec,Moderate
DDInter1545,Pseudoephedrine,DDInter931,Insulin detemir,Moderate
DDInter932,Insulin glargine,DDInter1545,Pseudoephedrine,Moderate
DDInter1545,Pseudoephedrine,DDInter933,Insulin glulisine,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1545,Pseudoephedrine,Moderate
DDInter936,Insulin human (isophane),DDInter1545,Pseudoephedrine,Moderate
DDInter940,Insulin lispro,DDInter1545,Pseudoephedrine,Moderate
DDInter941,Insulin lispro (protamine),DDInter1545,Pseudoephedrine,Moderate
DDInter937,Insulin human (regular),DDInter1545,Pseudoephedrine,Moderate
DDInter939,Insulin human (zinc),DDInter1545,Pseudoephedrine,Moderate
DDInter938,Insulin human (zinc extended),DDInter1545,Pseudoephedrine,Moderate
DDInter1545,Pseudoephedrine,DDInter1070,Linagliptin,Moderate
DDInter1545,Pseudoephedrine,DDInter1077,Liraglutide,Moderate
DDInter1545,Pseudoephedrine,DDInter1082,Lixisenatide,Moderate
DDInter1088,Loperamide,DDInter23,Acrivastine,Moderate
DDInter1126,Mazindol,DDInter1545,Pseudoephedrine,Moderate
DDInter1149,Mepenzolate,DDInter23,Acrivastine,Moderate
DDInter1164,Metformin,DDInter1545,Pseudoephedrine,Moderate
DDInter23,Acrivastine,DDInter1180,Methscopolamine,Moderate
DDInter1217,Miglitol,DDInter1545,Pseudoephedrine,Moderate
DDInter1269,Nateglinide,DDInter1545,Pseudoephedrine,Moderate
DDInter1447,Phentermine,DDInter1545,Pseudoephedrine,Moderate
DDInter1545,Pseudoephedrine,DDInter1472,Pioglitazone,Moderate
DDInter1497,Potassium chloride,DDInter23,Acrivastine,Major
DDInter1498,Potassium citrate,DDInter23,Acrivastine,Major
DDInter1545,Pseudoephedrine,DDInter1506,Pramlintide,Moderate
DDInter1535,Propantheline,DDInter23,Acrivastine,Moderate
DDInter1545,Pseudoephedrine,DDInter1581,Repaglinide,Moderate
DDInter1621,Rosiglitazone,DDInter1545,Pseudoephedrine,Moderate
DDInter1545,Pseudoephedrine,DDInter1646,Saxagliptin,Moderate
DDInter1647,Scopolamine,DDInter23,Acrivastine,Moderate
DDInter1545,Pseudoephedrine,DDInter1660,Semaglutide,Moderate
DDInter1545,Pseudoephedrine,DDInter1665,Sibutramine,Moderate
DDInter1545,Pseudoephedrine,DDInter1679,Sitagliptin,Moderate
DDInter1826,Tolazamide,DDInter1545,Pseudoephedrine,Moderate
DDInter1545,Pseudoephedrine,DDInter1828,Tolbutamide,Moderate
DDInter1881,Troglitazone,DDInter1545,Pseudoephedrine,Moderate
DDInter1886,Trospium,DDInter23,Acrivastine,Moderate
DDInter598,Doxycycline,DDInter58,Aluminum hydroxide,Moderate
DDInter598,Doxycycline,DDInter68,Amiloride,Minor
DDInter598,Doxycycline,DDInter72,Aminolevulinic acid,Major
DDInter598,Doxycycline,DDInter73,Aminolevulinic acid (topical),Moderate
DDInter598,Doxycycline,DDInter74,Aminophylline,Moderate
DDInter598,Doxycycline,DDInter81,Amobarbital,Moderate
DDInter598,Doxycycline,DDInter83,Amoxicillin,Moderate
DDInter598,Doxycycline,DDInter89,Ampicillin,Moderate
DDInter598,Doxycycline,DDInter98,Anisindione,Moderate
DDInter598,Doxycycline,DDInter126,Asparaginase Erwinia chrysanthemi,Moderate
DDInter127,Asparaginase Escherichia coli,DDInter598,Doxycycline,Moderate
DDInter598,Doxycycline,DDInter135,Atracurium,Moderate
DDInter598,Doxycycline,DDInter138,Attapulgite,Moderate
DDInter598,Doxycycline,DDInter159,Bacampicillin,Moderate
DDInter598,Doxycycline,DDInter164,Balsalazide,Moderate
DDInter598,Doxycycline,DDInter170,Bedaquiline,Moderate
DDInter598,Doxycycline,DDInter179,Bendroflumethiazide,Minor
DDInter598,Doxycycline,DDInter188,Benzthiazide,Minor
DDInter598,Doxycycline,DDInter206,Bifidobacterium longum infantis,Moderate
DDInter598,Doxycycline,DDInter213,Bismuth subcitrate potassium,Moderate
DDInter598,Doxycycline,DDInter214,Bismuth subgallate,Moderate
DDInter598,Doxycycline,DDInter215,Bismuth subsalicylate,Moderate
DDInter598,Doxycycline,DDInter248,Bumetanide,Minor
DDInter256,Butabarbital,DDInter598,Doxycycline,Moderate
DDInter257,Butalbital,DDInter598,Doxycycline,Moderate
DDInter598,Doxycycline,DDInter264,Calaspargase pegol,Moderate
DDInter598,Doxycycline,DDInter270,Calcium acetate,Moderate
DDInter598,Doxycycline,DDInter271,Calcium carbonate,Moderate
DDInter598,Doxycycline,DDInter272,Calcium chloride,Moderate
DDInter598,Doxycycline,DDInter273,Calcium citrate,Moderate
DDInter598,Doxycycline,DDInter274,Calcium glubionate anhydrous,Moderate
DDInter598,Doxycycline,DDInter275,Calcium glucoheptonate,Moderate
DDInter598,Doxycycline,DDInter276,Calcium gluconate,Moderate
DDInter598,Doxycycline,DDInter278,Calcium lactate,Moderate
DDInter598,Doxycycline,DDInter279,Calcium Phosphate,Moderate
DDInter598,Doxycycline,DDInter293,Carbamazepine,Moderate
DDInter598,Doxycycline,DDInter295,Carbenicillin,Moderate
DDInter598,Doxycycline,DDInter975,Iron,Moderate
DDInter598,Doxycycline,DDInter24,Activated charcoal,Moderate
DDInter598,Doxycycline,DDInter360,Chlorothiazide,Minor
DDInter598,Doxycycline,DDInter365,Chlorthalidone,Minor
DDInter598,Doxycycline,DDInter1932,Vibrio cholerae CVD 103-HgR strain live antigen (live),Major
DDInter598,Doxycycline,DDInter386,Cisatracurium,Moderate
DDInter598,Doxycycline,DDInter418,Cloxacillin,Moderate
DDInter598,Doxycycline,DDInter433,Colestipol,Minor
DDInter435,Collagenase clostridium histolyticum,DDInter598,Doxycycline,Moderate
DDInter458,Cyclosporine,DDInter598,Doxycycline,Minor
DDInter598,Doxycycline,DDInter540,Diclofenamide,Minor
DDInter598,Doxycycline,DDInter541,Dicloxacillin,Moderate
DDInter598,Doxycycline,DDInter542,Dicoumarol,Moderate
DDInter598,Doxycycline,DDInter544,Didanosine,Minor
DDInter598,Doxycycline,DDInter553,Digitoxin,Moderate
DDInter598,Doxycycline,DDInter554,Digoxin,Moderate
DDInter598,Doxycycline,DDInter557,Dihydroergotamine,Moderate
DDInter598,Doxycycline,DDInter664,Ergometrine,Moderate
DDInter598,Doxycycline,DDInter665,Ergotamine,Moderate
DDInter598,Doxycycline,DDInter686,Etacrynic acid,Minor
DDInter598,Doxycycline,DDInter690,Ethanol,Minor
DDInter598,Doxycycline,DDInter692,Ethinylestradiol,Moderate
DDInter598,Doxycycline,DDInter696,Ethotoin,Moderate
DDInter598,Doxycycline,DDInter1785,Tetraferric tricitrate decahydrate,Moderate
DDInter598,Doxycycline,DDInter725,Ferrous fumarate,Moderate
DDInter598,Doxycycline,DDInter726,Ferrous gluconate,Moderate
DDInter598,Doxycycline,DDInter727,Ferrous sulfate anhydrous,Moderate
DDInter598,Doxycycline,DDInter783,Fosphenytoin,Moderate
DDInter598,Doxycycline,DDInter790,Furosemide,Minor
DDInter598,Doxycycline,DDInter832,Glycerin,Minor
DDInter598,Doxycycline,DDInter883,Hydrochlorothiazide,Minor
DDInter598,Doxycycline,DDInter889,Hydroflumethiazide,Minor
DDInter598,Doxycycline,DDInter905,Idelalisib,Moderate
DDInter598,Doxycycline,DDInter916,Indapamide,Minor
DDInter598,Doxycycline,DDInter918,Indium In-111 oxyquinoline,Moderate
DDInter934,Insulin human,DDInter598,Doxycycline,Moderate
DDInter598,Doxycycline,DDInter929,Insulin aspart (aspart),Moderate
DDInter598,Doxycycline,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter598,Doxycycline,DDInter930,Insulin degludec,Moderate
DDInter598,Doxycycline,DDInter931,Insulin detemir,Moderate
DDInter932,Insulin glargine,DDInter598,Doxycycline,Moderate
DDInter598,Doxycycline,DDInter933,Insulin glulisine,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter598,Doxycycline,Moderate
DDInter936,Insulin human (isophane),DDInter598,Doxycycline,Moderate
DDInter940,Insulin lispro,DDInter598,Doxycycline,Moderate
DDInter941,Insulin lispro (protamine),DDInter598,Doxycycline,Moderate
DDInter937,Insulin human (regular),DDInter598,Doxycycline,Moderate
DDInter939,Insulin human (zinc),DDInter598,Doxycycline,Moderate
DDInter938,Insulin human (zinc extended),DDInter598,Doxycycline,Moderate
DDInter598,Doxycycline,DDInter977,Iron protein succinylate,Moderate
DDInter598,Doxycycline,DDInter988,Isosorbide,Minor
DDInter598,Doxycycline,DDInter1005,Kaolin,Moderate
DDInter598,Doxycycline,DDInter1017,Lactobacillus acidophilus,Moderate
DDInter598,Doxycycline,DDInter1023,Lanthanum carbonate,Moderate
DDInter598,Doxycycline,DDInter1081,Lithium carbonate,Minor
DDInter598,Doxycycline,DDInter1085,Lomitapide,Major
DDInter598,Doxycycline,DDInter1112,Magaldrate,Moderate
DDInter598,Doxycycline,DDInter1113,Magnesium carbonate,Moderate
DDInter598,Doxycycline,DDInter1114,Magnesium chloride,Moderate
DDInter598,Doxycycline,DDInter1115,Magnesium citrate,Moderate
DDInter598,Doxycycline,DDInter1116,Magnesium gluconate,Moderate
DDInter598,Doxycycline,DDInter1117,Magnesium glycinate,Moderate
DDInter598,Doxycycline,DDInter1118,Magnesium hydroxide,Moderate
DDInter598,Doxycycline,DDInter1119,Magnesium oxide,Moderate
DDInter598,Doxycycline,DDInter1120,Magnesium sulfate,Moderate
DDInter598,Doxycycline,DDInter1123,Mannitol,Minor
DDInter598,Doxycycline,DDInter1152,Mephenytoin,Moderate
DDInter598,Doxycycline,DDInter1190,Methylphenobarbital,Moderate
DDInter598,Doxycycline,DDInter1167,Methazolamide,Minor
DDInter598,Doxycycline,DDInter1195,Meticillin,Moderate
DDInter598,Doxycycline,DDInter1173,Methohexital,Moderate
DDInter598,Doxycycline,DDInter1174,Methotrexate,Moderate
DDInter598,Doxycycline,DDInter1177,Methoxsalen,Moderate
DDInter598,Doxycycline,DDInter1179,Methoxyflurane,Major
DDInter598,Doxycycline,DDInter1182,Methyl aminolevulinate (topical),Moderate
DDInter598,Doxycycline,DDInter1187,Methylergometrine,Moderate
DDInter1194,Methysergide,DDInter598,Doxycycline,Moderate
DDInter598,Doxycycline,DDInter1199,Metolazone,Minor
DDInter598,Doxycycline,DDInter1207,Mezlocillin,Moderate
DDInter598,Doxycycline,DDInter1228,Mipomersen,Major
DDInter598,Doxycycline,DDInter1235,Mivacurium,Moderate
DDInter598,Doxycycline,DDInter1251,Mycophenolate mofetil,Moderate
DDInter598,Doxycycline,DDInter1252,Mycophenolic acid,Moderate
DDInter598,Doxycycline,DDInter1256,Nafcillin,Moderate
DDInter598,Doxycycline,DDInter1354,Oxacillin,Moderate
DDInter598,Doxycycline,DDInter1363,Oxtriphylline,Moderate
DDInter598,Doxycycline,DDInter1385,Pancuronium,Moderate
DDInter1404,Pegaspargase,DDInter598,Doxycycline,Moderate
DDInter598,Doxycycline,DDInter189,Benzylpenicillin,Moderate
DDInter598,Doxycycline,DDInter190,Benzylpenicillin (potassium),Moderate
DDInter598,Doxycycline,DDInter191,Benzylpenicillin (sodium),Moderate
DDInter598,Doxycycline,DDInter1445,Phenoxymethylpenicillin,Moderate
DDInter598,Doxycycline,DDInter1423,Pentobarbital,Moderate
DDInter598,Doxycycline,DDInter1435,Pexidartinib,Major
DDInter598,Doxycycline,DDInter1442,Phenobarbital,Moderate
DDInter1460,Phenytoin,DDInter598,Doxycycline,Moderate
DDInter598,Doxycycline,DDInter1474,Piperacillin,Moderate
DDInter598,Doxycycline,DDInter1490,Polythiazide,Minor
DDInter598,Doxycycline,DDInter1493,Porfimer sodium,Moderate
DDInter598,Doxycycline,DDInter1498,Potassium citrate,Moderate
DDInter598,Doxycycline,DDInter1521,Primidone,Moderate
DDInter598,Doxycycline,DDInter1554,Quinapril,Moderate
DDInter598,Doxycycline,DDInter1557,Quinine,Minor
DDInter598,Doxycycline,DDInter1569,Ranitidine (bismuth citrate),Moderate
DDInter598,Doxycycline,DDInter1578,Remdesivir,Moderate
DDInter598,Doxycycline,DDInter1589,Rifabutin,Moderate
DDInter598,Doxycycline,DDInter1590,Rifampicin,Moderate
DDInter598,Doxycycline,DDInter1612,Rocuronium,Moderate
DDInter598,Doxycycline,DDInter1650,Secobarbital,Moderate
DDInter598,Doxycycline,DDInter1681,Sodium acetate,Moderate
DDInter598,Doxycycline,DDInter1683,Sodium bicarbonate,Moderate
DDInter598,Doxycycline,DDInter1686,Sodium citrate,Moderate
DDInter598,Doxycycline,DDInter1015,Lactic acid,Moderate
DDInter598,Doxycycline,DDInter1707,Spironolactone,Minor
DDInter1716,Succinylcholine,DDInter598,Doxycycline,Moderate
DDInter598,Doxycycline,DDInter1717,Sucralfate,Moderate
DDInter598,Doxycycline,DDInter978,Iron sucrose,Moderate
DDInter598,Doxycycline,DDInter1791,Theophylline,Moderate
DDInter598,Doxycycline,DDInter1795,Thiopental,Moderate
DDInter598,Doxycycline,DDInter1803,Ticarcillin,Moderate
DDInter1836,Torasemide,DDInter598,Doxycycline,Minor
DDInter598,Doxycycline,DDInter1853,Tretinoin,Major
DDInter598,Doxycycline,DDInter1859,Triamterene,Minor
DDInter598,Doxycycline,DDInter1861,Trichlormethiazide,Minor
DDInter598,Doxycycline,DDInter1883,Tromethamine,Moderate
DDInter598,Doxycycline,DDInter1894,Typhoid vaccine (live),Major
DDInter598,Doxycycline,DDInter1922,Vecuronium,Moderate
DDInter598,Doxycycline,DDInter1929,Verteporfin,Moderate
DDInter1941,Vitamin A,DDInter598,Doxycycline,Major
DDInter598,Doxycycline,DDInter1951,Warfarin,Moderate
DDInter16,Acetohexamide,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter20,Acetylsalicylic acid,Major
DDInter1010,Ketorolac,DDInter164,Balsalazide,Moderate
DDInter195,Betamethasone,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter246,Budesonide,Moderate
DDInter1010,Ketorolac,DDInter364,Chlorpropamide,Moderate
DDInter1010,Ketorolac,DDInter380,Cimetidine,Minor
DDInter1010,Ketorolac,DDInter513,Dexamethasone,Moderate
DDInter1010,Ketorolac,DDInter518,Dexfenfluramine,Moderate
DDInter1010,Ketorolac,DDInter706,Exenatide,Moderate
DDInter1010,Ketorolac,DDInter717,Fenfluramine,Moderate
DDInter825,Glimepiride,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter826,Glipizide,Moderate
DDInter1010,Ketorolac,DDInter831,Glyburide,Moderate
DDInter1010,Ketorolac,DDInter885,Hydrocortisone,Moderate
DDInter1010,Ketorolac,DDInter1004,Kanamycin,Moderate
DDInter1010,Ketorolac,DDInter1055,Levofloxacin,Moderate
DDInter1010,Ketorolac,DDInter1069,Linaclotide,Minor
DDInter1158,Mesalazine,DDInter1010,Ketorolac,Moderate
DDInter1164,Metformin,DDInter1010,Ketorolac,Moderate
DDInter1010,Ketorolac,DDInter1263,Naltrexone,Moderate
DDInter1010,Ketorolac,DDInter1269,Nateglinide,Moderate
DDInter1010,Ketorolac,DDInter1309,Nizatidine,Minor
DDInter1010,Ketorolac,DDInter1334,Olsalazine,Moderate
DDInter1010,Ketorolac,DDInter1487,Polyethylene glycol (3350 with electrolytes),Moderate
DDInter1010,Ketorolac,DDInter1496,Potassium bicarbonate,Moderate
DDInter1010,Ketorolac,DDInter1497,Potassium chloride,Moderate
DDInter1010,Ketorolac,DDInter1498,Potassium citrate,Moderate
DDInter1010,Ketorolac,DDInter1499,Potassium gluconate,Moderate
DDInter1010,Ketorolac,DDInter1513,Prednisolone,Moderate
DDInter1010,Ketorolac,DDInter1515,Prednisone,Moderate
DDInter1010,Ketorolac,DDInter1569,Ranitidine (bismuth citrate),Minor
DDInter1010,Ketorolac,DDInter1581,Repaglinide,Moderate
DDInter1010,Ketorolac,DDInter1665,Sibutramine,Moderate
DDInter1010,Ketorolac,DDInter1713,Streptomycin,Moderate
DDInter1010,Ketorolac,DDInter1725,Sulfasalazine,Moderate
DDInter1010,Ketorolac,DDInter1826,Tolazamide,Moderate
DDInter1010,Ketorolac,DDInter1828,Tolbutamide,Moderate
DDInter1010,Ketorolac,DDInter1855,Triamcinolone,Moderate
DDInter1010,Ketorolac,DDInter1857,Triamcinolone (ophthalmic),Moderate
DDInter1010,Ketorolac,DDInter1916,Vancomycin,Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter20,Acetylsalicylic acid,Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter515,Dexamethasone (ophthalmic),Moderate
DDInter1011,Ketorolac (ophthalmic),DDInter1514,Prednisolone (ophthalmic),Moderate
DDInter25,Acyclovir,DDInter164,Balsalazide,Moderate
DDInter1158,Mesalazine,DDInter25,Acyclovir,Moderate
DDInter25,Acyclovir,DDInter1334,Olsalazine,Moderate
