DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter1164,Metformin,DDInter380,Cimetidine,Moderate
DDInter1164,Metformin,DDInter384,Ciprofloxacin,Moderate
DDInter1164,Metformin,DDInter393,Clarithromycin,Moderate
DDInter1164,Metformin,DDInter403,Clobetasol (topical),Minor
DDInter1164,Metformin,DDInter404,Clocortolone (topical),Minor
DDInter1164,Metformin,DDInter419,Clozapine,Moderate
DDInter1164,Metformin,DDInter432,Colesevelam,Moderate
DDInter440,Conjugated estrogens (topical),DDInter1164,Metformin,Moderate
DDInter1164,Metformin,DDInter441,Copanlisib,Moderate
DDInter1164,Metformin,DDInter1782,Tetracosactide,Moderate
DDInter1164,Metformin,DDInter448,Crizotinib,Moderate
DDInter1164,Metformin,DDInter462,Dabrafenib,Moderate
DDInter1164,Metformin,DDInter464,Daclatasvir,Moderate
DDInter1164,Metformin,DDInter468,Dalfampridine,Moderate
DDInter1164,Metformin,DDInter482,Darunavir,Moderate
DDInter1164,Metformin,DDInter492,Deflazacort,Moderate
DDInter1164,Metformin,DDInter495,Delafloxacin,Moderate
DDInter1164,Metformin,DDInter509,Desonide (topical),Minor
DDInter1164,Metformin,DDInter510,Desoximetasone (topical),Minor
DDInter1164,Metformin,DDInter513,Dexamethasone,Moderate
DDInter1164,Metformin,DDInter515,Dexamethasone (ophthalmic),Minor
DDInter1164,Metformin,DDInter516,Dexamethasone (topical),Minor
DDInter1164,Metformin,DDInter518,Dexfenfluramine,Moderate
DDInter533,Diatrizoate,DDInter1164,Metformin,Major
DDInter1164,Metformin,DDInter535,Diazoxide,Moderate
DDInter1164,Metformin,DDInter540,Diclofenamide,Major
DDInter1164,Metformin,DDInter537,Diclofenac,Moderate
DDInter542,Dicoumarol,DDInter1164,Metformin,Moderate
DDInter1164,Metformin,DDInter545,Dienestrol (topical),Moderate
DDInter1164,Metformin,DDInter547,Diethylpropion,Moderate
DDInter548,Diethylstilbestrol,DDInter1164,Metformin,Moderate
DDInter550,Diflorasone (topical),DDInter1164,Metformin,Minor
DDInter1164,Metformin,DDInter551,Diflunisal,Moderate
DDInter1164,Metformin,DDInter554,Digoxin,Moderate
DDInter1164,Metformin,DDInter577,Dobutamine,Moderate
DDInter580,Dofetilide,DDInter1164,Metformin,Moderate
DDInter1164,Metformin,DDInter638,Enalapril,Moderate
DDInter1164,Metformin,DDInter640,Encorafenib,Moderate
DDInter1164,Metformin,DDInter642,Enfortumab vedotin,Moderate
DDInter1164,Metformin,DDInter647,Entecavir,Moderate
DDInter1164,Metformin,DDInter650,Ephedrine,Moderate
DDInter1164,Metformin,DDInter661,Erdafitinib,Moderate
DDInter1164,Metformin,DDInter679,Estradiol,Moderate
DDInter1164,Metformin,DDInter680,Estradiol (topical),Moderate
DDInter1164,Metformin,DDInter683,Estrone sulfate,Moderate
DDInter1164,Metformin,DDInter684,Estrone sulfate (topical),Moderate
DDInter1164,Metformin,DDInter686,Etacrynic acid,Moderate
DDInter1164,Metformin,DDInter699,Etodolac,Moderate
DDInter701,Etonogestrel,DDInter1164,Metformin,Moderate
DDInter1164,Metformin,DDInter704,Everolimus,Moderate
DDInter1164,Metformin,DDInter721,Fenoprofen,Moderate
DDInter1164,Metformin,DDInter753,Fluocinonide (topical),Minor
DDInter1164,Metformin,DDInter760,Fluphenazine,Moderate
DDInter1164,Metformin,DDInter763,Flurbiprofen,Moderate
DDInter1164,Metformin,DDInter768,Fluticasone (topical),Minor
DDInter1164,Metformin,DDInter777,Fosamprenavir,Moderate
DDInter1164,Metformin,DDInter783,Fosphenytoin,Moderate
DDInter1164,Metformin,DDInter790,Furosemide,Moderate
DDInter1164,Metformin,DDInter808,Garlic,Minor
DDInter1164,Metformin,DDInter809,Gatifloxacin,Major
DDInter1164,Metformin,DDInter813,Gemifloxacin,Moderate
DDInter1164,Metformin,DDInter820,Ginseng,Moderate
DDInter825,Glimepiride,DDInter1164,Metformin,Moderate
DDInter1164,Metformin,DDInter826,Glipizide,Moderate
DDInter1164,Metformin,DDInter831,Glyburide,Moderate
DDInter1164,Metformin,DDInter842,Grepafloxacin,Moderate
DDInter1164,Metformin,DDInter847,Guanfacine,Moderate
DDInter1164,Metformin,DDInter532,Diamorphine,Moderate
DDInter1164,Metformin,DDInter864,Histrelin,Moderate
DDInter1164,Metformin,DDInter889,Hydroflumethiazide,Moderate
DDInter1164,Metformin,DDInter907,Iloperidone,Moderate
DDInter1164,Metformin,DDInter915,Indacaterol,Moderate
DDInter1164,Metformin,DDInter916,Indapamide,Moderate
DDInter917,Indinavir,DDInter1164,Metformin,Moderate
DDInter921,Indomethacin,DDInter1164,Metformin,Moderate
DDInter934,Insulin human,DDInter1164,Metformin,Moderate
DDInter1164,Metformin,DDInter929,Insulin aspart (aspart),Moderate
DDInter1164,Metformin,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter1164,Metformin,DDInter930,Insulin degludec,Moderate
DDInter1164,Metformin,DDInter931,Insulin detemir,Moderate
DDInter932,Insulin glargine,DDInter1164,Metformin,Moderate
DDInter1164,Metformin,DDInter933,Insulin glulisine,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1164,Metformin,Moderate
DDInter936,Insulin human (isophane),DDInter1164,Metformin,Moderate
DDInter940,Insulin lispro,DDInter1164,Metformin,Moderate
DDInter941,Insulin lispro (protamine),DDInter1164,Metformin,Moderate
DDInter937,Insulin human (regular),DDInter1164,Metformin,Moderate
DDInter939,Insulin human (zinc),DDInter1164,Metformin,Moderate
DDInter938,Insulin human (zinc extended),DDInter1164,Metformin,Moderate
DDInter1164,Metformin,DDInter957,Iodipamide,Major
DDInter1164,Metformin,DDInter958,Iodixanol,Major
DDInter1164,Metformin,DDInter960,Iohexol,Major
DDInter1164,Metformin,DDInter961,Iopamidol,Major
DDInter1164,Metformin,DDInter964,Iopromide,Major
DDInter1164,Metformin,DDInter965,Iothalamic acid,Major
DDInter1164,Metformin,DDInter966,Ioversol,Major
DDInter1164,Metformin,DDInter967,Ioxilan,Major
DDInter1164,Metformin,DDInter980,Isavuconazonium,Moderate
DDInter1164,Metformin,DDInter986,Isoniazid,Moderate
DDInter1164,Metformin,DDInter995,Itraconazole,Minor
DDInter1164,Metformin,DDInter1009,Ketoprofen,Moderate
DDInter1164,Metformin,DDInter1020,Lamotrigine,Minor
DDInter1164,Metformin,DDInter1021,Lanreotide,Moderate
DDInter1164,Metformin,DDInter1055,Levofloxacin,Moderate
DDInter1164,Metformin,DDInter1061,Levonorgestrel,Moderate
DDInter1164,Metformin,DDInter1064,Levothyroxine,Moderate
DDInter1074,Liothyronine,DDInter1164,Metformin,Moderate
DDInter1164,Metformin,DDInter1075,Liotrix,Moderate
DDInter1164,Metformin,DDInter1081,Lithium carbonate,Moderate
DDInter1164,Metformin,DDInter1084,Lomefloxacin,Moderate
DDInter1164,Metformin,DDInter1093,Lorcaserin,Moderate
DDInter1164,Metformin,DDInter1102,Lumateperone,Moderate
DDInter1164,Metformin,DDInter1104,Lurasidone,Moderate
DDInter1164,Metformin,DDInter1135,Meclofenamic acid,Moderate
DDInter1164,Metformin,DDInter1137,Medroxyprogesterone acetate,Moderate
DDInter1164,Metformin,DDInter1139,Mefenamic acid,Moderate
DDInter1164,Metformin,DDInter1141,Megestrol acetate,Moderate
DDInter1164,Metformin,DDInter1143,Meloxicam,Moderate
DDInter1164,Metformin,DDInter1146,Memantine,Minor
DDInter1164,Metformin,DDInter1151,Mephentermine,Moderate
DDInter1164,Metformin,DDInter1159,Mesoridazine,Moderate
DDInter1164,Metformin,DDInter1161,Metamfetamine,Moderate
DDInter1164,Metformin,DDInter1167,Methazolamide,Major
DDInter1164,Metformin,DDInter1168,Methdilazine,Moderate
DDInter1164,Metformin,DDInter1175,Methotrimeprazine,Moderate
DDInter1164,Metformin,DDInter1176,Methoxamine,Moderate
DDInter1164,Metformin,DDInter1191,Methylprednisolone,Moderate
DDInter1213,Midodrine,DDInter1164,Metformin,Minor
DDInter1164,Metformin,DDInter1214,Midostaurin,Moderate
DDInter1164,Metformin,DDInter1237,Moexipril,Moderate
DDInter1244,Morphine,DDInter1164,Metformin,Moderate
DDInter1247,Moxifloxacin,DDInter1164,Metformin,Moderate
DDInter1164,Metformin,DDInter1254,Nabumetone,Moderate
DDInter1164,Metformin,DDInter1266,Naproxen,Moderate
DDInter1164,Metformin,DDInter1269,Nateglinide,Moderate
DDInter1276,Nelfinavir,DDInter1164,Metformin,Moderate
DDInter1164,Metformin,DDInter1312,Norethisterone,Moderate
DDInter1164,Metformin,DDInter1313,Norfloxacin,Moderate
DDInter1164,Metformin,DDInter1315,Norgestrel,Moderate
DDInter1323,Octreotide,DDInter1164,Metformin,Moderate
DDInter1164,Metformin,DDInter1325,Ofloxacin,Moderate
DDInter1164,Metformin,DDInter1326,Olanzapine,Moderate
DDInter1164,Metformin,DDInter1327,Olaparib,Moderate
DDInter1164,Metformin,DDInter1335,Omacetaxine mepesuccinate,Moderate
DDInter1164,Metformin,DDInter1348,Orlistat,Moderate
DDInter1164,Metformin,DDInter1353,Ospemifene,Moderate
DDInter1164,Metformin,DDInter1358,Oxaprozin,Moderate
DDInter1164,Metformin,DDInter1381,Paliperidone,Moderate
DDInter1164,Metformin,DDInter1398,Pasireotide,Moderate
DDInter1164,Metformin,DDInter1399,Patiromer,Moderate
DDInter1404,Pegaspargase,DDInter1164,Metformin,Moderate
DDInter1412,Pegvisomant,DDInter1164,Metformin,Moderate
DDInter1164,Metformin,DDInter1414,Pemetrexed,Moderate
DDInter1164,Metformin,DDInter1420,Pentamidine,Moderate
DDInter1164,Metformin,DDInter1431,Perindopril,Moderate
DDInter1164,Metformin,DDInter1432,Perphenazine,Moderate
DDInter1164,Metformin,DDInter1435,Pexidartinib,Moderate
DDInter1164,Metformin,DDInter1439,Phendimetrazine,Moderate
DDInter1447,Phentermine,DDInter1164,Metformin,Moderate
DDInter1164,Metformin,DDInter1451,Phenylbutazone,Moderate
DDInter1460,Phenytoin,DDInter1164,Metformin,Moderate
DDInter1164,Metformin,DDInter1478,Piroxicam,Moderate
DDInter1164,Metformin,DDInter1480,Pitolisant,Moderate
DDInter1164,Metformin,DDInter1493,Porfimer sodium,Moderate
DDInter1164,Metformin,DDInter1513,Prednisolone,Moderate
DDInter1164,Metformin,DDInter1515,Prednisone,Moderate
DDInter1164,Metformin,DDInter1524,Procainamide,Moderate
DDInter1164,Metformin,DDInter1527,Prochlorperazine,Moderate
DDInter1164,Metformin,DDInter1529,Progesterone,Moderate
DDInter1164,Metformin,DDInter1530,Progesterone (topical),Moderate
DDInter1164,Metformin,DDInter1532,Promazine,Moderate
DDInter1164,Metformin,DDInter1553,Quetiapine,Moderate
DDInter1164,Metformin,DDInter1554,Quinapril,Moderate
DDInter1164,Metformin,DDInter1555,Quinestrol,Moderate
DDInter1164,Metformin,DDInter1556,Quinidine,Moderate
DDInter1164,Metformin,DDInter1569,Ranitidine (bismuth citrate),Moderate
DDInter1570,Ranolazine,DDInter1164,Metformin,Moderate
DDInter1164,Metformin,DDInter1581,Repaglinide,Moderate
DDInter1164,Metformin,DDInter1588,Ribociclib,Moderate
DDInter1164,Metformin,DDInter1590,Rifampicin,Moderate
DDInter1164,Metformin,DDInter1603,Risdiplam,Moderate
DDInter1164,Metformin,DDInter1605,Risperidone,Moderate
DDInter1164,Metformin,DDInter1607,Ritonavir,Moderate
DDInter1164,Metformin,DDInter1613,Rofecoxib,Moderate
DDInter1164,Metformin,DDInter1626,Rucaparib,Moderate
DDInter1164,Metformin,DDInter1640,Saquinavir,Moderate
DDInter1661,Sermorelin,DDInter1164,Metformin,Moderate
DDInter1164,Metformin,DDInter1665,Sibutramine,Moderate
DDInter1164,Metformin,DDInter1678,Sirolimus,Moderate
DDInter1164,Metformin,DDInter1698,Somapacitan,Moderate
DDInter1164,Metformin,DDInter1700,Somatrem,Moderate
DDInter1164,Metformin,DDInter1705,Sparfloxacin,Moderate
DDInter1164,Metformin,DDInter1707,Spironolactone,Moderate
DDInter1164,Metformin,DDInter1729,Sulindac,Moderate
DDInter1164,Metformin,DDInter1735,Tacrolimus,Moderate
DDInter1164,Metformin,DDInter1739,Tafenoquine,Moderate
DDInter1164,Metformin,DDInter1741,Tagraxofusp,Moderate
DDInter1164,Metformin,DDInter1763,Temsirolimus,Moderate
DDInter1164,Metformin,DDInter1766,Teprotumumab,Moderate
DDInter1164,Metformin,DDInter1773,Tesamorelin,Moderate
DDInter1164,Metformin,DDInter1796,Thioridazine,Moderate
DDInter1164,Metformin,DDInter1799,"Thyroid, porcine",Moderate
DDInter1800,Thyrotropin alfa,DDInter1164,Metformin,Moderate
DDInter1164,Metformin,DDInter1817,Tipranavir,Moderate
DDInter1164,Metformin,DDInter1828,Tolbutamide,Moderate
DDInter1164,Metformin,DDInter1831,Tolmetin,Moderate
DDInter1834,Topiramate,DDInter1164,Metformin,Major
DDInter1164,Metformin,DDInter1843,Trandolapril,Moderate
DDInter1164,Metformin,DDInter1855,Triamcinolone,Moderate
DDInter1164,Metformin,DDInter1857,Triamcinolone (ophthalmic),Moderate
DDInter1164,Metformin,DDInter1859,Triamterene,Moderate
DDInter1164,Metformin,DDInter1866,Trifluoperazine,Moderate
DDInter1164,Metformin,DDInter1867,Triflupromazine,Moderate
DDInter1164,Metformin,DDInter1874,Trimethoprim,Moderate
DDInter1164,Metformin,DDInter1880,Triptorelin,Moderate
DDInter1886,Trospium,DDInter1164,Metformin,Moderate
DDInter1164,Metformin,DDInter1887,Trovafloxacin,Moderate
DDInter1164,Metformin,DDInter1892,Turmeric,Moderate
DDInter1164,Metformin,DDInter1910,Valdecoxib,Moderate
DDInter1164,Metformin,DDInter1916,Vancomycin,Moderate
DDInter1164,Metformin,DDInter1917,Vandetanib,Moderate
DDInter1164,Metformin,DDInter1928,Verapamil,Moderate
DDInter1164,Metformin,DDInter1947,Vorinostat,Moderate
DDInter1164,Metformin,DDInter1951,Warfarin,Moderate
DDInter1967,Ziprasidone,DDInter1164,Metformin,Moderate
DDInter1164,Metformin,DDInter1971,Zonisamide,Major
DDInter1472,Pioglitazone,DDInter50,Aloe Vera Leaf,Moderate
DDInter1472,Pioglitazone,DDInter53,Alpelisib,Moderate
DDInter1076,Lipoic acid,DDInter1472,Pioglitazone,Minor
DDInter63,Amcinonide,DDInter1472,Pioglitazone,Minor
DDInter71,Aminoglutethimide,DDInter1472,Pioglitazone,Minor
DDInter90,Amprenavir,DDInter1472,Pioglitazone,Moderate
DDInter112,Aprepitant,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter118,Aripiprazole,Moderate
DDInter1472,Pioglitazone,DDInter119,Armodafinil,Minor
DDInter1472,Pioglitazone,DDInter125,Asenapine,Moderate
DDInter1472,Pioglitazone,DDInter126,Asparaginase Erwinia chrysanthemi,Moderate
DDInter127,Asparaginase Escherichia coli,DDInter1472,Pioglitazone,Moderate
DDInter129,Atazanavir,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter170,Bedaquiline,Moderate
DDInter179,Bendroflumethiazide,DDInter1472,Pioglitazone,Moderate
DDInter187,Benzphetamine,DDInter1472,Pioglitazone,Moderate
DDInter188,Benzthiazide,DDInter1472,Pioglitazone,Moderate
DDInter196,Betamethasone (topical),DDInter1472,Pioglitazone,Minor
DDInter222,Bortezomib,DDInter1472,Pioglitazone,Moderate
DDInter223,Bosentan,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter228,Brentuximab vedotin,Moderate
DDInter1472,Pioglitazone,DDInter231,Brexpiprazole,Moderate
DDInter1472,Pioglitazone,DDInter233,Brigatinib,Moderate
DDInter1472,Pioglitazone,DDInter264,Calaspargase pegol,Moderate
DDInter1472,Pioglitazone,DDInter284,Cannabidiol,Moderate
DDInter293,Carbamazepine,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter300,Cariprazine,Moderate
DDInter1472,Pioglitazone,DDInter340,Ceritinib,Moderate
DDInter360,Chlorothiazide,DDInter1472,Pioglitazone,Moderate
DDInter363,Chlorpromazine,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter373,Chromic chloride,Moderate
DDInter384,Ciprofloxacin,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter393,Clarithromycin,Moderate
DDInter404,Clocortolone (topical),DDInter1472,Pioglitazone,Minor
DDInter405,Clofarabine,DDInter1472,Pioglitazone,Moderate
DDInter413,Clopidogrel,DDInter1472,Pioglitazone,Major
DDInter419,Clozapine,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter441,Copanlisib,Moderate
DDInter1472,Pioglitazone,DDInter462,Dabrafenib,Moderate
DDInter1472,Pioglitazone,DDInter482,Darunavir,Moderate
DDInter1472,Pioglitazone,DDInter488,Deferasirox,Moderate
DDInter1472,Pioglitazone,DDInter492,Deflazacort,Moderate
DDInter1472,Pioglitazone,DDInter495,Delafloxacin,Moderate
DDInter496,Delavirdine,DDInter1472,Pioglitazone,Moderate
DDInter510,Desoximetasone (topical),DDInter1472,Pioglitazone,Minor
DDInter1472,Pioglitazone,DDInter513,Dexamethasone,Moderate
DDInter1472,Pioglitazone,DDInter516,Dexamethasone (topical),Minor
DDInter1472,Pioglitazone,DDInter518,Dexfenfluramine,Moderate
DDInter535,Diazoxide,DDInter1472,Pioglitazone,Moderate
DDInter547,Diethylpropion,DDInter1472,Pioglitazone,Moderate
DDInter550,Diflorasone (topical),DDInter1472,Pioglitazone,Minor
DDInter561,Diltiazem,DDInter1472,Pioglitazone,Moderate
DDInter577,Dobutamine,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter612,Duvelisib,Moderate
DDInter624,Efavirenz,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter642,Enfortumab vedotin,Moderate
DDInter655,Epirubicin,DDInter1472,Pioglitazone,Moderate
DDInter670,Erythromycin,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter678,Esterified estrogens,Moderate
DDInter679,Estradiol,DDInter1472,Pioglitazone,Moderate
DDInter680,Estradiol (topical),DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter683,Estrone sulfate,Moderate
DDInter1472,Pioglitazone,DDInter684,Estrone sulfate (topical),Moderate
DDInter686,Etacrynic acid,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter703,Etravirine,Moderate
DDInter717,Fenfluramine,DDInter1472,Pioglitazone,Moderate
DDInter747,Fludrocortisone,DDInter1472,Pioglitazone,Moderate
DDInter753,Fluocinonide (topical),DDInter1472,Pioglitazone,Minor
DDInter760,Fluphenazine,DDInter1472,Pioglitazone,Moderate
DDInter761,Flurandrenolide (topical),DDInter1472,Pioglitazone,Minor
DDInter770,Fluvoxamine,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter777,Fosamprenavir,Moderate
DDInter1472,Pioglitazone,DDInter778,Fosaprepitant,Moderate
DDInter1472,Pioglitazone,DDInter783,Fosphenytoin,Moderate
DDInter1472,Pioglitazone,DDInter785,Fostamatinib,Moderate
DDInter790,Furosemide,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter808,Garlic,Minor
DDInter809,Gatifloxacin,DDInter1472,Pioglitazone,Major
DDInter1472,Pioglitazone,DDInter812,Gemfibrozil,Major
DDInter1472,Pioglitazone,DDInter813,Gemifloxacin,Moderate
DDInter1472,Pioglitazone,DDInter820,Ginseng,Moderate
DDInter842,Grepafloxacin,DDInter1472,Pioglitazone,Moderate
DDInter1898,Ulobetasol (topical),DDInter1472,Pioglitazone,Minor
DDInter1472,Pioglitazone,DDInter864,Histrelin,Moderate
DDInter889,Hydroflumethiazide,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter905,Idelalisib,Moderate
DDInter1472,Pioglitazone,DDInter907,Iloperidone,Moderate
DDInter909,Imatinib,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter915,Indacaterol,Moderate
DDInter934,Insulin human,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter929,Insulin aspart (aspart),Moderate
DDInter1472,Pioglitazone,DDInter928,Insulin aspart (aspart protamine),Moderate
DDInter1472,Pioglitazone,DDInter930,Insulin degludec,Moderate
DDInter1472,Pioglitazone,DDInter931,Insulin detemir,Moderate
DDInter932,Insulin glargine,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter933,Insulin glulisine,Moderate
DDInter935,"Insulin human (inhalation, rapid acting)",DDInter1472,Pioglitazone,Moderate
DDInter936,Insulin human (isophane),DDInter1472,Pioglitazone,Moderate
DDInter941,Insulin lispro (protamine),DDInter1472,Pioglitazone,Moderate
DDInter938,Insulin human (zinc extended),DDInter1472,Pioglitazone,Moderate
DDInter947,Interferon beta-1a,DDInter1472,Pioglitazone,Moderate
DDInter948,Interferon beta-1b,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter980,Isavuconazonium,Moderate
DDInter986,Isoniazid,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter995,Itraconazole,Minor
DDInter1008,Ketoconazole,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter1021,Lanreotide,Moderate
DDInter1472,Pioglitazone,DDInter1024,Lapatinib,Moderate
DDInter1472,Pioglitazone,DDInter1026,Larotrectinib,Moderate
DDInter1472,Pioglitazone,DDInter1032,Lefamulin,Moderate
DDInter1033,Leflunomide,DDInter1472,Pioglitazone,Major
DDInter1472,Pioglitazone,DDInter1034,Lemborexant,Moderate
DDInter1472,Pioglitazone,DDInter1039,Letermovir,Moderate
DDInter1472,Pioglitazone,DDInter1055,Levofloxacin,Moderate
DDInter1064,Levothyroxine,DDInter1472,Pioglitazone,Moderate
DDInter1074,Liothyronine,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter1081,Lithium carbonate,Moderate
DDInter1084,Lomefloxacin,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter1085,Lomitapide,Major
DDInter1472,Pioglitazone,DDInter1093,Lorcaserin,Moderate
DDInter1472,Pioglitazone,DDInter1102,Lumateperone,Major
DDInter1472,Pioglitazone,DDInter1104,Lurasidone,Moderate
DDInter1126,Mazindol,DDInter1472,Pioglitazone,Moderate
DDInter1141,Megestrol acetate,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter1151,Mephentermine,Moderate
DDInter1472,Pioglitazone,DDInter1161,Metamfetamine,Moderate
DDInter1168,Methdilazine,DDInter1472,Pioglitazone,Moderate
DDInter1174,Methotrexate,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter1175,Methotrimeprazine,Moderate
DDInter1176,Methoxamine,DDInter1472,Pioglitazone,Moderate
DDInter1191,Methylprednisolone,DDInter1472,Pioglitazone,Moderate
DDInter1192,Methylprednisolone (topical),DDInter1472,Pioglitazone,Minor
DDInter1472,Pioglitazone,DDInter1214,Midostaurin,Moderate
DDInter1215,Mifepristone,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter1228,Mipomersen,Major
DDInter1236,Modafinil,DDInter1472,Pioglitazone,Minor
DDInter1247,Moxifloxacin,DDInter1472,Pioglitazone,Moderate
DDInter1263,Naltrexone,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter1274,Nefazodone,Moderate
DDInter1472,Pioglitazone,DDInter1293,Nilotinib,Moderate
DDInter1300,Nitisinone,DDInter1472,Pioglitazone,Moderate
DDInter1311,Norepinephrine,DDInter1472,Pioglitazone,Moderate
DDInter1313,Norfloxacin,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter1325,Ofloxacin,Moderate
DDInter1472,Pioglitazone,DDInter1335,Omacetaxine mepesuccinate,Moderate
DDInter1360,Oxcarbazepine,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter1381,Paliperidone,Moderate
DDInter1472,Pioglitazone,DDInter1398,Pasireotide,Moderate
DDInter1472,Pioglitazone,DDInter1400,Pazopanib,Moderate
DDInter1472,Pioglitazone,DDInter1409,Peginterferon beta-1a,Moderate
DDInter1412,Pegvisomant,DDInter1472,Pioglitazone,Moderate
DDInter1420,Pentamidine,DDInter1472,Pioglitazone,Moderate
DDInter1432,Perphenazine,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter1435,Pexidartinib,Major
DDInter1472,Pioglitazone,DDInter1442,Phenobarbital,Moderate
DDInter1447,Phentermine,DDInter1472,Pioglitazone,Moderate
DDInter1460,Phenytoin,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter1490,Polythiazide,Moderate
DDInter1512,Prednicarbate (topical),DDInter1472,Pioglitazone,Minor
DDInter1515,Prednisone,DDInter1472,Pioglitazone,Moderate
DDInter1516,Pregabalin,DDInter1472,Pioglitazone,Moderate
DDInter1521,Primidone,DDInter1472,Pioglitazone,Moderate
DDInter1527,Prochlorperazine,DDInter1472,Pioglitazone,Moderate
DDInter1529,Progesterone,DDInter1472,Pioglitazone,Moderate
DDInter1532,Promazine,DDInter1472,Pioglitazone,Moderate
DDInter1537,Propiomazine,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter1553,Quetiapine,Moderate
DDInter1472,Pioglitazone,DDInter1555,Quinestrol,Moderate
DDInter1472,Pioglitazone,DDInter1563,Raltegravir,Minor
DDInter1472,Pioglitazone,DDInter1578,Remdesivir,Moderate
DDInter1581,Repaglinide,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter1588,Ribociclib,Moderate
DDInter1589,Rifabutin,DDInter1472,Pioglitazone,Moderate
DDInter1590,Rifampicin,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter1592,Rifapentine,Moderate
DDInter1472,Pioglitazone,DDInter1601,Ripretinib,Moderate
DDInter1606,Ritodrine,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter1627,Rufinamide,Moderate
DDInter1472,Pioglitazone,DDInter1658,Selpercatinib,Moderate
DDInter1661,Sermorelin,DDInter1472,Pioglitazone,Moderate
DDInter1665,Sibutramine,DDInter1472,Pioglitazone,Moderate
DDInter1678,Sirolimus,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter1698,Somapacitan,Moderate
DDInter1699,Somatotropin,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter1705,Sparfloxacin,Moderate
DDInter1472,Pioglitazone,DDInter1711,Stiripentol,Moderate
DDInter1717,Sucralfate,DDInter1472,Pioglitazone,Moderate
DDInter1735,Tacrolimus,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter1741,Tagraxofusp,Moderate
DDInter1472,Pioglitazone,DDInter1763,Temsirolimus,Moderate
DDInter1472,Pioglitazone,DDInter1766,Teprotumumab,Moderate
DDInter1769,Terbutaline,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter1771,Teriflunomide,Major
DDInter1472,Pioglitazone,DDInter1773,Tesamorelin,Moderate
DDInter1793,Thiethylperazine,DDInter1472,Pioglitazone,Moderate
DDInter1814,Tioguanine,DDInter1472,Pioglitazone,Moderate
DDInter1796,Thioridazine,DDInter1472,Pioglitazone,Moderate
DDInter1472,Pioglitazone,DDInter1799,"Thyroid, porcine",Moderate
DDInter1817,Tipranavir,DDInter1472,Pioglitazone,Moderate
DDInter1834,Topiramate,DDInter1472,Pioglitazone,Moderate
